id,aligned,n_revisions,human_explanation,llm_explanation,human_n_explanation,llm_n_explanation,human_n_statements,llm_n_statements,human_statement_char_length,human_statement_token_length,llm_statement_char_length,llm_statement_token_length,human_explanation_char_length,human_explanation_token_length,llm_explanation_char_length,llm_explanation_token_length,human_explanation_avg_char_length,human_explanation_avg_token_length,llm_explanation_avg_char_length,llm_explanation_avg_token_length,source,errant_error_type
fce_test_749,"For {=>my} accommodation {=>,} I would prefer a tent , as I love nature and {I=>} like going camping a lot .",3,"- ""My"" added for clarity.
- A comma is usually needed after phrases like this when they are at the beginning of a sentence.
- Repetition of ""I"" removed for conciseness.","- ""My"" was added to clarify whose accommodation is being discussed.
- A comma was added after ""accommodation"" to separate the introductory phrase from the main clause.
- ""I"" was removed from the second clause to avoid redundancy and improve fluency.",explanation_1,explanation_2,3,3,"[23, 95, 42]","[7, 19, 9]","[65, 97, 79]","[13, 18, 16]",160,35,241,47,53.333333333333336,11.666666666666666,80.33333333333333,15.666666666666666,fce,"['M:DET', 'M:PUNCT', 'U:PRON']"
wiki_dev_367,"Lamson had {learnt=>learned} about aconitine as a medical student from Professor Robert Christison , who had taught that it was undetectable - but forensic science had improved since Lamson 's student days .",1,"- ""Learnt"" was changed to the American English Standard ""learned.""","- ""Learnt"" is the British spelling, while ""learned"" is the standard American spelling.",explanation_2,explanation_1,1,1,[64],[14],[84],[18],64,14,84,18,64.0,14.0,84.0,18.0,wiki,['R:VERB:FORM']
wiki_test_911,Lower Alloways Creek Township is located in the 2nd Congressional {district=>District} and is part of New Jersey 's 3rd state legislative district .,1,"- ""district"" is part of a proper compound noun here, and so should be capitalized.",- This edit corrects the capitalization of the word 'district' to match the capitalization of 'Congressional.',explanation_2,explanation_1,1,1,[80],[18],[108],[20],80,18,108,20,80.0,18.0,108.0,20.0,wiki,['R:ORTH']
fce_dev_15,"{At the present day=>These days} , for {ecsample=>example} , a lot of people have a personal computer at home , and a very big {part=>portion} of {that=>them also} have {also=>} internet , the new frontier of {computers=>computer} evolution .",6,"- This is a stylistic edit; ""these days"" sounds much more natural than the original.
- The correct spelling is ""example.""
- This is a stylistic edit that replaces ""part"" with ""portion"" because it sounds more natural in this context.
- These edits replace ""that"" with ""them,"" which is the correct pronoun, and also moves ""also"" before the verb, which is the normal location for adverbs.","- ""At the present day"" was changed to ""These days"" for more natural and modern language.
- ""Ecsample"" was corrected to ""example"" for spelling.
- ""Part"" was changed to ""portion"" for more precise and formal language.
- ""That"" was changed to ""them also"" to refer to ""a lot of people"" in the previous clause.
- ""Also"" was removed for more concise and natural language.
- ""Computers"" was changed to ""computer"" for singular agreement.",explanation_1,explanation_2,4,6,"[82, 34, 108, 150]","[18, 8, 23, 35]","[86, 51, 69, 87, 57, 61]","[20, 12, 16, 24, 12, 13]",374,84,411,97,93.5,21.0,68.5,16.166666666666668,fce,"['R:OTHER', 'R:NOUN:NUM', 'R:SPELL', 'R:NOUN', 'R:PRON', 'R:WO', 'R:NOUN:NUM']"
fce_dev_814,"And your last {phrasal=>phrase} of the advertisement {=>was} "" Your perfect evening out "" ! {it=>It} was n't at all , like I have {explain=>explained to} you above in this letter .",4,"- The adjective is substituted for its noun. This is to improve fluency.
- The verb, ""was,"" was inserted to complete the clause.
- This is a capitalization error. The first word of a sentence needs to be capitalized.
- The verb tense was changed to match the past tense of the rest of the sentence.
- The preposition, ""to,"" was inserted to clarify that it was explained to the person and not the person being explained.","- ""Phrasal"" was changed to ""phrase"" to use the correct noun form.
- ""Was"" was added to make the sentence grammatically correct.
- ""it"" was changed to ""It"" to capitalize the first letter of the sentence.
- ""explain"" was changed to ""explained"" to match the past tense of the sentence.
- ""you"" was added after ""explained"" to make the sentence clearer.",explanation_1,explanation_2,5,5,"[70, 53, 85, 79, 118]","[14, 14, 17, 17, 25]","[63, 59, 72, 77, 63]","[16, 12, 18, 18, 15]",405,87,334,79,81.0,17.4,66.8,15.8,fce,"['R:NOUN', 'M:VERB', 'R:ORTH', 'R:VERB:FORM', 'M:PREP']"
wiki_test_228,"{Home grown=>Home-grown} talent , like quarterbacks Tony Adams and Danny White {=>,} quickly bolted for the NFL , with Adams landing with the Kansas City Chiefs , and White with the Dallas Cowboys .",2,"- A hyphen was added to ""home-grown."" Hyphens are required for compound adjectives when they are before a noun.
- A comma was added after ""Danny White."" It is generally required that there be commas on both sides of phrases starting with ""like"" when they give specifics in cases like this.","- A hyphen was added to connect the compound adjective ""home-grown.""
- A comma was added to separate the introductory phrase from the rest of the sentence.",explanation_2,explanation_1,2,2,"[109, 175]","[24, 37]","[66, 84]","[15, 16]",284,61,150,31,142.0,30.5,75.0,15.5,wiki,"['R:OTHER', 'M:PUNCT']"
wiki_test_623,{Valianis=>Valian is} one of 11 people sentenced to death so far for taking part in opposition protests challenging the legitimacy of the re-election {=>of} President Mahmoud .,2,- A preposition was added in order to link the object of the preposition to the preceding noun.,"- The original sentence had a missing space between 'Valian' and 'is.'
- 'Re-election' requires the preposition 'of' to make sense in the sentence.",explanation_2,explanation_1,1,2,[93],[18],"[68, 74]","[16, 18]",93,18,142,34,93.0,18.0,71.0,17.0,wiki,"['R:ORTH', 'M:PREP']"
wiki_dev_57,"George {bush=>Bush} is considered a tonewood , or a wood that carries sound waves well , and is used in numerous instruments such as guitars and drums .",1,"- ""George Bush"" is a proper name, so it was capitalized.",- The 'b' in 'bush' should be capitalized because it is a proper noun referring to a person's name.,explanation_1,explanation_2,1,1,[54],[14],[97],[24],54,14,97,24,54.0,14.0,97.0,24.0,wiki,['R:ORTH']
wiki_test_60,"The match was {match=>made} on the stipulation that if Shawn Michaels lost , he would have to retire .",1,"- Corrected what was likely a typo to ""made.""","- 'Match' is not needed in this context, so it was replaced with 'made.'",explanation_1,explanation_2,1,1,[43],[11],[70],[19],43,11,70,19,43.0,11.0,70.0,19.0,wiki,['R:OTHER']
wiki_test_925,"Though technically inappropriate , the definition is sometimes widened to include the study of terrestrial animals in other arthropod groups or other phyla , such as arachnids , myriapods , {earthwormss=>earthworms} , and slugs .",1,"- ""earthwormss"" should be spelled ""earthworms.""","- The spelling of 'earthwormss' was corrected to 'earthworms.'
- This edit was made to improve the sentence's readability and clarity.",explanation_1,explanation_2,1,2,[45],[10],"[60, 69]","[13, 13]",45,10,129,26,45.0,10.0,64.5,13.0,wiki,['R:SPELL']
wiki_test_303,"While there are filmed reports of celebrations on the West Bank , {but=>} according {=>to} articles in the German magazine {=>""} Stern {=>""} and the Swedish daily newspaper {=>""} Dagens Nyheter {=>,""} at least one of them was staged .",6,"- The conjunction is deleted and ""to"" was inserted to improve fluency.
- The quotations are inserted because titles must be surrounded by quotes.
- The comma is inserted because it is necessary surrounding a descriptive clause.","- ""But"" was removed as it does not make logical sense in the context of the sentence.
- ""According"" was added to clarify the relationship between the filmed reports and the articles.
- Quotation marks were added around the names of the publications to indicate that they are titles of specific publications.",explanation_1,explanation_2,3,3,"[68, 72, 79]","[14, 12, 13]","[83, 94, 122]","[19, 17, 20]",219,39,299,56,73.0,13.0,99.66666666666669,18.666666666666668,wiki,"['U:CONJ', 'M:PREP', 'M:PUNCT', 'M:PUNCT', 'M:PUNCT', 'M:NOUN']"
fce_test_207,"Pat went to Anna 's {=>,} and she seemed really unhappy .",1,"- A comma was inserted before ""and"" to separate two independent clauses.",- The comma is necessary here to separate two independent clauses.,explanation_1,explanation_2,1,1,[70],[14],[64],[11],70,14,64,11,70.0,14.0,64.0,11.0,fce,['M:PUNCT']
wiki_dev_148,"In 1961 , the store moved {locations=>location} in Toronto 's downtown {core=>} on Richmond Street .",2,"- ""Core"" is removed because it is redundant.","- The singular ""location"" is more appropriate here since it refers to one specific store.
- The word ""core"" is redundant and can be omitted without changing the meaning of the sentence.",explanation_2,explanation_1,1,2,[42],[10],"[87, 93]","[17, 19]",42,10,180,36,42.0,10.0,90.0,18.0,wiki,"['R:NOUN:NUM', 'U:NOUN']"
wiki_test_356,"Penns Creek flows in Penns Valley from {near=>} Centre Hall to the Susquehanna River , approximately 3.6 miles ( 5.8 km ) downstream of Selinsgrove .",1,- This edit removed the preposition to improve the fluency of the sentence.,- The word 'near' is unnecessary and does not add any important information to the sentence.,explanation_1,explanation_2,1,1,[73],[13],[90],[18],73,13,90,18,73.0,13.0,90.0,18.0,wiki,['U:PREP']
fce_dev_697,"I know I 'm {=>a} "" daughter of this {techological=>technological} world "" and {unluckly=>unluckily} I think I could {'n stay=>n't be} without it {: it=>. It} 's rather strange that today there 's {already=>still} somebody without {=>a} phone , dishwasher , {=>or} TV ...",8,"- ""A"" was inserted before ""daughter"" because, as a singular common noun, ""daughter"" requires a determiner.
- ""Technological"" is the correct spelling of ""techological.""
- ""Unluckily"" is the correct spelling of ""unluckly.""
- ""Couldn't"" is the correct spelling of ""could'n.""
- ""Be"" was swapped with ""stay."" This is a slight improvement to the text because it clarifies the meaning of the sentence.
- A colon was changed to a period because it came between two independent sentences.
- ""Already"" was replaced by ""still"" because it better matches the idea of the sentence.
- ""A"" was inserted because a list of singular common nouns follows it.","- The first edit adds the article 'a' to make the phrase grammatically correct.
- The second edit changes 'unluckly' to 'unluckily' for correct spelling.
- The third edit changes 'could 'n stay' to 'couldn't be' for correct grammar.
- The fourth edit removes the colon and changes 'it's rather strange that today there's already somebody without phone' to 'It's rather strange that today there's still somebody without a phone' for correct grammar and fluency.
- The fifth edit adds the article 'a' before 'dishwasher' and changes 'TV...' to 'or TV...' to make the list grammatically correct.",explanation_2,explanation_1,8,5,"[104, 58, 50, 48, 120, 82, 85, 68]","[24, 12, 12, 13, 27, 15, 19, 15]","[77, 71, 76, 225, 129]","[16, 15, 20, 44, 32]",615,137,578,127,76.875,17.125,115.6,25.4,fce,"['M:DET', 'R:SPELL', 'R:SPELL', 'R:OTHER', 'R:VERB', 'R:PUNCT', 'R:ADV', 'M:DET', 'M:CONJ']"
fce_test_370,"When I stay home {=>,} I can watch or listen to the radio {e.t.c .=>, etc. ,} so {the=>} modern technology {help=>helps} me to spend my free time .",4,"- A comma is added because commas should follow conditional clauses.
- The correct spelling is ""etc.""
- Commas are inserted before and after ""etc."" because commas should be used in lists and before conjunction and an independent clause.
- ""The"" is deleted to improve conciseness.
- The verb is changed to ""helps"" to maintain subject-verb agreement.","- A comma is added after the introductory clause ""When I stay home"" to separate it from the rest of the sentence.
- ""e.t.c."" is corrected to ""etc."" to reflect the standard abbreviation for ""et cetera.""
- ""the"" is removed because ""modern technology"" is a general concept and does not require a definite article.
- ""help"" is changed to ""helps"" to match the third person singular subject ""modern technology.""",explanation_2,explanation_1,5,4,"[66, 30, 132, 40, 66]","[11, 8, 25, 9, 15]","[111, 85, 106, 92]","[24, 22, 22, 21]",334,68,394,89,66.8,13.6,98.5,22.25,fce,"['M:PUNCT', 'R:OTHER', 'R:PUNCT', 'U:DET', 'R:VERB:SVA']"
fce_dev_463,I believe that everyone in this world {have=>has} curiosity .,1,"- ""has"" is the correct inflection for the subject ""everyone.""",- 'Have' is changed to 'has' because the subject 'everyone' is singular and requires a singular verb.,explanation_1,explanation_2,1,1,[59],[14],[99],[23],59,14,99,23,59.0,14.0,99.0,23.0,fce,['R:VERB:SVA']
