id,errant_original_start,errant_original_end,errant_original_string,errant_revised_start,errant_revised_end,errant_revised_string,errant_error_type,algorithm_n_revisions,original,revised,algorithm_aligned
wiki_dev_187,7,7,,6,7,place,M:NOUN,4,His best race finish was a fourth as highest and had he had one fifth and three sixth places .,"His best race finish was fourth place as highest, and he had one fifth and three sixth places .","His best race finish was {a=>} fourth {=>place} as {highest=>highest,} and {had=>} he had one fifth and three sixth places ."
wiki_dev_187,8,9,highest,8,9,"highest,",R:OTHER,4,His best race finish was a fourth as highest and had he had one fifth and three sixth places .,"His best race finish was fourth place as highest, and he had one fifth and three sixth places .","His best race finish was {a=>} fourth {=>place} as {highest=>highest,} and {had=>} he had one fifth and three sixth places ."
wiki_dev_187,10,11,had,10,10,,U:VERB,4,His best race finish was a fourth as highest and had he had one fifth and three sixth places .,"His best race finish was fourth place as highest, and he had one fifth and three sixth places .","His best race finish was {a=>} fourth {=>place} as {highest=>highest,} and {had=>} he had one fifth and three sixth places ."
fce_dev_214,6,6,,6,7,",",M:PUNCT,7,"He was really kind and friendly but really what I really most enjoyed of it , was when he invited me this night for a drink in the most luxury pub I have ever been .","He was really kind and friendly , but really what I most enjoyed was when he invited me for a drink that night in the most luxurious pub I have ever been to .","He was really kind and friendly {=>,} but really what I {really=>} most enjoyed {of it ,=>} was when he invited me {this night=>} for a drink {=>that night} in the most {luxury=>luxurious} pub I have ever been {=>to} ."
fce_dev_214,10,11,really,11,11,,U:ADV,7,"He was really kind and friendly but really what I really most enjoyed of it , was when he invited me this night for a drink in the most luxury pub I have ever been .","He was really kind and friendly , but really what I most enjoyed was when he invited me for a drink that night in the most luxurious pub I have ever been to .","He was really kind and friendly {=>,} but really what I {really=>} most enjoyed {of it ,=>} was when he invited me {this night=>} for a drink {=>that night} in the most {luxury=>luxurious} pub I have ever been {=>to} ."
fce_dev_214,13,16,"of it ,",13,13,,U:OTHER,7,"He was really kind and friendly but really what I really most enjoyed of it , was when he invited me this night for a drink in the most luxury pub I have ever been .","He was really kind and friendly , but really what I most enjoyed was when he invited me for a drink that night in the most luxurious pub I have ever been to .","He was really kind and friendly {=>,} but really what I {really=>} most enjoyed {of it ,=>} was when he invited me {this night=>} for a drink {=>that night} in the most {luxury=>luxurious} pub I have ever been {=>to} ."
fce_dev_214,21,23,this night,18,18,,U:OTHER,7,"He was really kind and friendly but really what I really most enjoyed of it , was when he invited me this night for a drink in the most luxury pub I have ever been .","He was really kind and friendly , but really what I most enjoyed was when he invited me for a drink that night in the most luxurious pub I have ever been to .","He was really kind and friendly {=>,} but really what I {really=>} most enjoyed {of it ,=>} was when he invited me {this night=>} for a drink {=>that night} in the most {luxury=>luxurious} pub I have ever been {=>to} ."
fce_dev_214,26,26,,21,23,that night,M:OTHER,7,"He was really kind and friendly but really what I really most enjoyed of it , was when he invited me this night for a drink in the most luxury pub I have ever been .","He was really kind and friendly , but really what I most enjoyed was when he invited me for a drink that night in the most luxurious pub I have ever been to .","He was really kind and friendly {=>,} but really what I {really=>} most enjoyed {of it ,=>} was when he invited me {this night=>} for a drink {=>that night} in the most {luxury=>luxurious} pub I have ever been {=>to} ."
fce_dev_214,29,30,luxury,26,27,luxurious,R:MORPH,7,"He was really kind and friendly but really what I really most enjoyed of it , was when he invited me this night for a drink in the most luxury pub I have ever been .","He was really kind and friendly , but really what I most enjoyed was when he invited me for a drink that night in the most luxurious pub I have ever been to .","He was really kind and friendly {=>,} but really what I {really=>} most enjoyed {of it ,=>} was when he invited me {this night=>} for a drink {=>that night} in the most {luxury=>luxurious} pub I have ever been {=>to} ."
fce_dev_214,35,35,,32,33,to,M:PREP,7,"He was really kind and friendly but really what I really most enjoyed of it , was when he invited me this night for a drink in the most luxury pub I have ever been .","He was really kind and friendly , but really what I most enjoyed was when he invited me for a drink that night in the most luxurious pub I have ever been to .","He was really kind and friendly {=>,} but really what I {really=>} most enjoyed {of it ,=>} was when he invited me {this night=>} for a drink {=>that night} in the most {luxury=>luxurious} pub I have ever been {=>to} ."
wiki_dev_11,7,8,Mayor,7,8,mayor,R:ORTH,1,"At 32 , Cammarano became the youngest Mayor in city history .","At 32 , Cammarano became the youngest mayor in city history .","At 32 , Cammarano became the youngest {Mayor=>mayor} in city history ."
wiki_dev_463,8,8,,8,9,of,M:PREP,1,The Rhumart does not specifically mention the use telluric currents .,The Rhumart does not specifically mention the use of telluric currents .,The Rhumart does not specifically mention the use {=>of} telluric currents .
fce_dev_715,5,6,a,5,5,,U:DET,4,"The team of volunteers was a great one , and all of us were willing to help in anything they needed .","The team of volunteers was great , and we were all willing to help in anything they needed .","The team of volunteers was {a=>} great {one=>} , and {=>we were} all {of us were=>} willing to help in anything they needed ."
fce_dev_715,7,8,one,6,6,,U:NOUN,4,"The team of volunteers was a great one , and all of us were willing to help in anything they needed .","The team of volunteers was great , and we were all willing to help in anything they needed .","The team of volunteers was {a=>} great {one=>} , and {=>we were} all {of us were=>} willing to help in anything they needed ."
fce_dev_715,10,11,all,8,8,,U:DET,4,"The team of volunteers was a great one , and all of us were willing to help in anything they needed .","The team of volunteers was great , and we were all willing to help in anything they needed .","The team of volunteers was {a=>} great {one=>} , and {=>we were} all {of us were=>} willing to help in anything they needed ."
fce_dev_715,11,12,of,8,8,,U:PREP,4,"The team of volunteers was a great one , and all of us were willing to help in anything they needed .","The team of volunteers was great , and we were all willing to help in anything they needed .","The team of volunteers was {a=>} great {one=>} , and {=>we were} all {of us were=>} willing to help in anything they needed ."
fce_dev_715,12,13,us,8,9,we,R:PRON,4,"The team of volunteers was a great one , and all of us were willing to help in anything they needed .","The team of volunteers was great , and we were all willing to help in anything they needed .","The team of volunteers was {a=>} great {one=>} , and {=>we were} all {of us were=>} willing to help in anything they needed ."
fce_dev_715,14,14,,10,11,all,M:ADV,4,"The team of volunteers was a great one , and all of us were willing to help in anything they needed .","The team of volunteers was great , and we were all willing to help in anything they needed .","The team of volunteers was {a=>} great {one=>} , and {=>we were} all {of us were=>} willing to help in anything they needed ."
fce_test_45,5,6,on,5,6,in,R:PREP,2,"When I saw your advertisement on yesterday 's newspaper , I thought that I would have a perfect evening as you have written on your advertisement .","When I saw your advertisement in yesterday 's newspaper , I thought that I would have a perfect evening , as you have written on your advertisement .","When I saw your advertisement {on=>in} yesterday 's newspaper , I thought that I would have a perfect evening {=>,} as you have written on your advertisement ."
fce_test_45,19,19,,19,20,",",M:PUNCT,2,"When I saw your advertisement on yesterday 's newspaper , I thought that I would have a perfect evening as you have written on your advertisement .","When I saw your advertisement in yesterday 's newspaper , I thought that I would have a perfect evening , as you have written on your advertisement .","When I saw your advertisement {on=>in} yesterday 's newspaper , I thought that I would have a perfect evening {=>,} as you have written on your advertisement ."
fce_dev_91,0,1,An,0,3,It 's an,M:OTHER,4,"An interesting story - demanding in a way - which can give you an impression of Hemingway 's work and what he meant by "" pace under pressure "" .","It 's an interesting story - demanding in a way - which can give you an impression of Hemingway 's work and what he meant by "" grace under pressure . ""","{An=>It 's an} interesting story - demanding in a way - which can give you an impression of Hemingway 's work and what he meant by "" {pace=>grace} under pressure {=>.} "" {.=>}"
